
#------------------------------------------------------------------------------#
# 건물                                                                         #
#------------------------------------------------------------------------------#

tb_orphanage_1;고아원;;;;;;;;;;;;;x
tb_orphanage_1_desc;수도의 한쪽에 임시로 고아들을 수용할 수 있는 작은 건물이 세워졌습니다. 그동안 궁정에 임시로 머물러 왔던 고아(들)은 이 곳에서 길러질 것입니다. 건설의 효과:\n\n[SUB_A7]Y*[SUB_A7]! 명성 [SUB_A7]G+0.1[SUB_A7]!/월\n[SUB_A7]Y*[SUB_A7]! 신앙심 [SUB_A7]G+0.1[SUB_A7]!/월\n[SUB_A7]Y*[SUB_A7]! 같은 종교 사제들의 우호도 [SUB_A7]G+5[SUB_A7]!\n[SUB_A7]Y*[SUB_A7]! 국가 반란도 [SUB_A7]G-1%[SUB_A7]!\n\n고아원(레벨1)에서 해금되는 특수한 효과:\n\n[SUB_A7]Y*[SUB_A7]! 고아원을 관리하고 고아들을 돌볼 [SUB_A7]Y고아원 보모(마이너 타이틀)[SUB_A7]!를 임명할 수 있습니다.\n[SUB_A7]Y*[SUB_A7]! 플레이어가 산책 중 고아를 발견하는 이벤트가 발생할 수 있습니다.\n[SUB_A7]Y*[SUB_A7]! 고아원 보모를 임명한 경우, 고아의 관리 방침을 설정할 수 있습니다.;;;;;;;;;;;;;x

ct_orphanage_1;고아원;;;;;;;;;;;;;x
ct_orphanage_1_desc;수도의 한쪽에 임시로 고아들을 수용할 수 있는 작은 건물이 세워졌습니다. 그동안 궁정에 임시로 머물러 왔던 고아(들)은 이 곳에서 길러질 것입니다. 건설의 효과:\n\n[SUB_A7]Y*[SUB_A7]! 명성 [SUB_A7]G+0.1[SUB_A7]!/월\n[SUB_A7]Y*[SUB_A7]! 신앙심 [SUB_A7]G+0.1[SUB_A7]!/월\n[SUB_A7]Y*[SUB_A7]! 같은 종교 사제들의 우호도 [SUB_A7]G+5[SUB_A7]!\n[SUB_A7]Y*[SUB_A7]! 국가 반란도 [SUB_A7]G-1%[SUB_A7]!\n\n고아원(레벨1)에서 해금되는 특수한 효과:\n\n[SUB_A7]Y*[SUB_A7]! 고아원을 관리하고 고아들을 돌볼 [SUB_A7]Y고아원 보모(마이너 타이틀)[SUB_A7]!를 임명할 수 있습니다.\n[SUB_A7]Y*[SUB_A7]! 플레이어가 산책 중 고아를 발견하는 이벤트가 발생할 수 있습니다.\n[SUB_A7]Y*[SUB_A7]! 고아원 보모를 임명한 경우, 고아의 관리 방침을 설정할 수 있습니다.;;;;;;;;;;;;;x

fp_orphanage_1;고아원;;;;;;;;;;;;;x
fp_orphanage_2;고아원;;;;;;;;;;;;;x
fp_orphanage_3;고아원;;;;;;;;;;;;;x
fp_orphanage_4;고아원;;;;;;;;;;;;;x
