#CODE;ENGLISH;;;;;;;;;;;;;x

#------------------------------------------------------------------------------#
# Unique Building                                                              #
#------------------------------------------------------------------------------#
ca_hospital_1;Clinic;;;;;;;;;;;;;x
ca_hospital_2;Clinic;;;;;;;;;;;;;x
ca_hospital_3;Clinic;;;;;;;;;;;;;x
ca_hospital_4;Clinic;;;;;;;;;;;;;x

ca_hospital_1_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
ca_hospital_2_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
ca_hospital_3_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
ca_hospital_4_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x

tb_hospital_1;Clinic;;;;;;;;;;;;;x

tb_hospital_1_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x

fp_hospital_1;Clinic;;;;;;;;;;;;;x
fp_hospital_2;Clinic;;;;;;;;;;;;;x
fp_hospital_3;Clinic;;;;;;;;;;;;;x
fp_hospital_4;Clinic;;;;;;;;;;;;;x

fp_hospital_1_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
fp_hospital_2_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
fp_hospital_3_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x
fp_hospital_4_desc;현재 사용할 수 없는 건물입니다.\n;;;;;;;;;;;;;x

