#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;
########################################;;;;;;;;;;;;;;
#Syria & Mesopotamia;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
PROV649;Basra;Basra;Basra;;Basra;;;;;;;;;x
PROV650;Kazima;Kazima;Kazima;;Kazima;;;;;;;;;x
PROV654;Waqisa;Waqisa;Waqisa;;Waqisa;;;;;;;;;x
PROV655;Kufa;Kufa;Kufa;;Kufa;;;;;;;;;x
PROV656;Al-Batiha;Al-Batiha;Al-Batiha;;Al-Batiha;;;;;;;;;x
PROV657;Hulwan;Hulwan;Hulwan;;Hulwan;;;;;;;;;x
PROV683;Amida;Amida;Amida;;Amida;;;;;;;;;x
PROV684;Nisibin;Nisibin;Nisibin;;Nisibin;;;;;;;;;x
PROV685;Maragha;Maragha;Maragha;;Maragha;;;;;;;;;x
PROV686;Oromieh;Oromieh;Oromieh;;Oromieh;;;;;;;;;x
PROV687;Arbil;Arbil;Arbil;;Arbil;;;;;;;;;x
PROV688;Kermanshah;Kermanshah;Kermanshah;;Kermanshah;;;;;;;;;x
PROV689;Shahrazur;Shahrazur;Shahrazur;;Shahrazur;;;;;;;;;x
PROV690;Rahba;Rahba;Rahba;;Rahba;;;;;;;;;x
PROV691;Raqqa;Raqqa;Raqqa;;Raqqa;;;;;;;;;x
PROV692;Anbar;Anbar;Anbar;;Anbar;;;;;;;;;x
PROV693;Baghdad;Baghdad;Baghdad;;Baghdad;;;;;;;;;x
PROV694;Hilla;Hilla;Hilla;;Hilla;;;;;;;;;x
PROV695;Tikrit;Tikrit;Tikrit;;Tikrit;;;;;;;;;x
PROV696;Samarra;Samarra;Samarra;;Samarra;;;;;;;;;x
PROV697;Mosul;Mosul;Mosul;;Mosul;;;;;;;;;x
PROV698;Harran;Harran;Harran;;Harran;;;;;;;;;x
PROV699;Edessa;Edessa;Edessa;;Edessa;;;;;;;;;x
PROV700;Mayyafariqin;Mayyafariqin;Mayyafariqin;;Mayyafariqin;;;;;;;;;x
PROV708;Manbij;Manbij;Manbij;;Manbij;;;;;;;;;x
PROV709;Hunasira;Hunasira;Hunasira;;Hunasira;;;;;;;;;x
PROV710;Suriya;Suriya;Suriya;;Suriya;;;;;;;;;x
PROV711;Sinjar;Sinjar;Sinjar;;Sinjar;;;;;;;;;x
PROV712;Latakiya;Latakiya;Latakiya;;Latakiya;;;;;;;;;x
PROV713;Wasit;Wasit;Wasit;;Wasit;;;;;;;;;x
PROV714;Quraqir;Quraqir;Quraqir;;Quraqir;;;;;;;;;x
PROV715;Igharayn;Igharayn;Igharayn;;Igharayn;;;;;;;;;x
PROV716;Yamama;Yamama;Yamama;;Yamama;;;;;;;;;x
PROV717;Al Jawf;Al Jawf;Al Jawf;;Al Jawf;;;;;;;;;x
PROV718;Medina;Medina;Medina;;Medina;;;;;;;;;x
PROV719;Mecca;Mecca;Mecca;;Mecca;;;;;;;;;x
PROV720;Khaybar;Khaybar;Khaybar;;Khaybar;;;;;;;;;x
PROV721;Tabuk;Tabuk;Tabuk;;Tabuk;;;;;;;;;x
PROV722;Bi'r Fajr;Bi'r Fajr;Bi'r Fajr;;Bi'r Fajr;;;;;;;;;x
PROV723;Ta'labiya;Ta'labiya;Ta'labiya;;Ta'labiya;;;;;;;;;x
PROV724;Balqa;Balqa;Balqa;;Balqa;;;;;;;;;x
PROV725;Hauran;Hauran;Hauran;;Hauran;;;;;;;;;x
PROV726;Juwair;Juwair;Juwair;;Juwair;;;;;;;;;x
PROV727;As-Sukhna;As-Sukhna;As-Sukhna;;As-Sukhna;;;;;;;;;x
PROV728;Damascus;Damascus;Damascus;;Damascus;;;;;;;;;x
PROV729;Qinasrin;Qinasrin;Qinasrin;;Qinasrin;;;;;;;;;x
PROV730;Palmyra;Palmyra;Palmyra;;Palmyra;;;;;;;;;x
PROV731;Homs;Homs;Homs;;Homs;;;;;;;;;x
PROV732;Hama;Hama;Hama;;Hama;;;;;;;;;x
PROV733;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x
PROV764;Antiocheia;Antiocheia;Antiocheia;;Antiocheia;;;;;;;;;x
PROV765;Shaizar;Shaizar;Shaizar;;Shaizar;;;;;;;;;x
PROV766;Tortosa;Tortosa;Tortosa;;Tortosa;;;;;;;;;x
PROV767;Tripolis;Tripolis;Tripolis;;Tripolis;;;;;;;;;x
PROV768;Biqa';Biqa';Biqa';;Biqa';;;;;;;;;x
PROV769;Banias;Banias;Banias;;Banias;;;;;;;;;x
PROV770;Beirut;Beirut;Beirut;;Beirut;;;;;;;;;x
PROV771;Tyrus;Tyrus;Tyrus;;Tyrus;;;;;;;;;x
PROV772;Acre;Acre;Acre;;Acre;;;;;;;;;x
PROV773;Tiberias;Tiberias;Tiberias;;Tiberias;;;;;;;;;x
PROV774;Jerusalem;Jerusalem;Jerusalem;;Jerusalem;;;;;;;;;x
PROV775;Jaffa;Jaffa;Jaffa;;Jaffa;;;;;;;;;x
PROV776;Hebron;Hebron;Hebron;;Hebron;;;;;;;;;x
PROV777;Arandal;Arandal;Arandal;;Arandal;;;;;;;;;x
PROV778;Samawa;Samawa;Samawa;;Samawa;;;;;;;;;x
PROV779;Ramla;Ramla;Ramla;;Ramla;;;;;;;;;x
PROV780;Ascalon;Ascalon;Ascalon;;Ascalon;;;;;;;;;x
PROV781;Gaza;Gaza;Gaza;;Gaza;;;;;;;;;x
PROV782;Negev;Negev;Negev;;Negev;;;;;;;;;x
PROV783;Ma'an;Ma'an;Ma'an;;Ma'an;;;;;;;;;x
PROV784;Maydan;Maydan;Maydan;;Maydan;;;;;;;;;x
########################################;;;;;;;;;;;;;;
#Egypt;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;
PROV785;Sinai;Sinai;Sinai;;Sinai;;;;;;;;;x
PROV786;Ayla;Ayla;Ayla;;Ayla;;;;;;;;;x
PROV787;Arish;Arish;Arish;;Arish;;;;;;;;;x
